Time; EkX; EodomX; EcamX; Ykx
86,139;-0,010;-0,077;-0,027;0,050
86,217;-0,013;-0,079;-0,029;0,050
86,298;-0,015;-0,082;-0,032;0,050
86,368;-0,018;-0,084;-0,034;0,050
86,492;-0,021;-0,087;-0,037;0,050
86,568;-0,023;-0,090;-0,040;0,050
86,669;-0,026;-0,092;-0,042;0,050
86,747;-0,029;-0,095;-0,045;0,050
86,840;-0,029;-0,095;-0,045;0,050
86,898;-0,032;-0,098;-0,048;0,050
86,984;-0,035;-0,101;-0,051;0,050
87,044;-0,035;-0,101;-0,051;0,050
87,118;-0,038;-0,104;-0,054;0,050
87,208;-0,041;-0,108;-0,058;0,050
87,274;-0,045;-0,111;-0,061;0,050
87,360;-0,048;-0,114;-0,064;0,050
87,448;-0,051;-0,117;-0,067;0,050
87,538;-0,051;-0,117;-0,067;0,050
87,603;-0,055;-0,121;-0,071;0,050
87,692;-0,058;-0,124;-0,074;0,050
87,765;-0,061;-0,128;-0,078;0,050
87,871;-0,065;-0,131;-0,081;0,050
87,952;-0,068;-0,135;-0,085;0,050
88,048;-0,072;-0,138;-0,088;0,050
88,119;-0,072;-0,138;-0,088;0,050
88,257;-0,079;-0,145;-0,095;0,050
88,332;-0,079;-0,145;-0,095;0,050
88,434;-0,082;-0,149;-0,099;0,050
88,497;-0,086;-0,152;-0,102;0,050
88,590;-0,090;-0,156;-0,106;0,050
88,662;-0,093;-0,159;-0,109;0,050
88,740;-0,093;-0,159;-0,109;0,050
88,796;-0,097;-0,163;-0,113;0,050
88,873;-0,100;-0,166;-0,116;0,050
88,948;-0,104;-0,170;-0,120;0,050
89,006;-0,104;-0,170;-0,120;0,050
89,080;-0,107;-0,173;-0,123;0,050
89,166;-0,111;-0,177;-0,127;0,050
89,226;-0,111;-0,177;-0,127;0,050
89,293;-0,114;-0,180;-0,130;0,050
89,375;-0,118;-0,184;-0,134;0,050
89,433;-0,118;-0,184;-0,134;0,050
89,503;-0,121;-0,187;-0,137;0,050
89,578;-0,124;-0,190;-0,140;0,050
89,637;-0,124;-0,190;-0,140;0,050
89,705;-0,127;-0,194;-0,144;0,050
89,780;-0,131;-0,197;-0,147;0,050
89,851;-0,134;-0,200;-0,150;0,050
89,919;-0,134;-0,200;-0,150;0,050
89,993;-0,137;-0,203;-0,153;0,050
90,058;-0,140;-0,206;-0,156;0,050
90,133;-0,140;-0,206;-0,156;0,050
90,210;-0,143;-0,209;-0,159;0,050
90,267;-0,146;-0,212;-0,162;0,050
90,335;-0,146;-0,212;-0,162;0,050
90,423;-0,149;-0,215;-0,165;0,050
90,488;-0,151;-0,218;-0,168;0,050
90,583;-0,154;-0,220;-0,170;0,050
90,654;-0,156;-0,223;-0,173;0,050
90,735;-0,156;-0,223;-0,173;0,050
90,801;-0,159;-0,225;-0,175;0,050
90,858;-0,161;-0,228;-0,178;0,050
90,938;-0,161;-0,228;-0,178;0,050
91,003;-0,164;-0,230;-0,180;0,050
91,064;-0,166;-0,232;-0,182;0,050
91,147;-0,168;-0,234;-0,184;0,050
91,213;-0,168;-0,234;-0,184;0,050
91,289;-0,170;-0,236;-0,186;0,050
91,346;-0,172;-0,238;-0,188;0,050
91,408;-0,172;-0,238;-0,188;0,050
91,488;-0,173;-0,240;-0,190;0,050
91,555;-0,175;-0,241;-0,191;0,050
91,617;-0,175;-0,241;-0,191;0,050
91,696;-0,177;-0,243;-0,193;0,050
91,764;-0,178;-0,244;-0,194;0,050
91,831;-0,178;-0,244;-0,194;0,050
91,917;-0,179;-0,246;-0,196;0,050
91,975;-0,180;-0,247;-0,197;0,050
92,038;-0,180;-0,247;-0,197;0,050
92,123;-0,182;-0,248;-0,198;0,050
92,182;-0,182;-0,249;-0,199;0,050
92,249;-0,183;-0,250;-0,200;0,050
92,329;-0,183;-0,250;-0,200;0,050
92,388;-0,184;-0,250;-0,200;0,050
92,450;-0,185;-0,251;-0,201;0,050
92,530;-0,185;-0,251;-0,201;0,050
92,588;-0,185;-0,251;-0,201;0,050
92,653;-0,185;-0,252;-0,202;0,050
92,741;-0,185;-0,252;-0,202;0,050
92,803;-0,185;-0,252;-0,202;0,050
92,884;-0,186;-0,252;-0,202;0,050
92,951;-0,185;-0,252;-0,202;0,050
93,015;-0,185;-0,252;-0,202;0,050
93,097;-0,185;-0,252;-0,202;0,050
93,169;-0,185;-0,251;-0,201;0,050
93,255;-0,185;-0,251;-0,201;0,050
93,317;-0,185;-0,251;-0,201;0,050
93,388;-0,184;-0,250;-0,200;0,050
93,461;-0,183;-0,249;-0,199;0,050
93,522;-0,183;-0,249;-0,199;0,050
93,591;-0,182;-0,249;-0,199;0,050
93,664;-0,181;-0,248;-0,198;0,050
93,724;-0,181;-0,248;-0,198;0,050
93,811;-0,180;-0,247;-0,197;0,050
93,887;-0,179;-0,245;-0,195;0,050
93,960;-0,178;-0,244;-0,194;0,050
94,035;-0,178;-0,244;-0,194;0,050
94,108;-0,177;-0,243;-0,193;0,050
94,166;-0,175;-0,241;-0,191;0,050
94,244;-0,175;-0,241;-0,191;0,050
94,317;-0,173;-0,240;-0,190;0,050
94,376;-0,172;-0,238;-0,188;0,050
94,455;-0,170;-0,236;-0,186;0,050
94,545;-0,170;-0,236;-0,186;0,050
94,615;-0,168;-0,234;-0,184;0,050
94,695;-0,166;-0,232;-0,182;0,050
94,753;-0,163;-0,230;-0,180;0,050
94,815;-0,163;-0,230;-0,180;0,050
94,901;-0,161;-0,227;-0,177;0,050
94,982;-0,159;-0,225;-0,175;0,050
95,063;-0,156;-0,223;-0,173;0,050
95,138;-0,156;-0,223;-0,173;0,050
95,210;-0,154;-0,220;-0,170;0,050
95,269;-0,151;-0,217;-0,167;0,050
95,339;-0,151;-0,217;-0,167;0,050
95,430;-0,148;-0,215;-0,165;0,050
95,490;-0,146;-0,212;-0,162;0,050
95,568;-0,143;-0,209;-0,159;0,050
95,627;-0,143;-0,209;-0,159;0,050
95,687;-0,140;-0,206;-0,156;0,050
95,777;-0,137;-0,203;-0,153;0,050
95,855;-0,134;-0,200;-0,150;0,050
95,953;-0,130;-0,197;-0,147;0,050
96,014;-0,130;-0,197;-0,147;0,050
96,096;-0,127;-0,194;-0,144;0,050
96,153;-0,124;-0,190;-0,140;0,050
96,216;-0,124;-0,190;-0,140;0,050
96,298;-0,121;-0,187;-0,137;0,050
96,361;-0,117;-0,184;-0,134;0,050
96,429;-0,117;-0,184;-0,134;0,050
96,511;-0,114;-0,180;-0,130;0,050
96,570;-0,111;-0,177;-0,127;0,050
96,633;-0,111;-0,177;-0,127;0,050
96,751;-0,104;-0,170;-0,120;0,050
96,815;-0,104;-0,170;-0,120;0,050
96,894;-0,100;-0,166;-0,116;0,050
96,964;-0,097;-0,163;-0,113;0,050
97,065;-0,093;-0,159;-0,109;0,050
97,130;-0,093;-0,159;-0,109;0,050
97,211;-0,089;-0,156;-0,106;0,050
97,273;-0,086;-0,152;-0,102;0,050
97,332;-0,086;-0,152;-0,102;0,050
97,413;-0,082;-0,149;-0,099;0,050
97,484;-0,079;-0,145;-0,095;0,050
97,566;-0,075;-0,141;-0,091;0,050
97,648;-0,072;-0,138;-0,088;0,050
97,751;-0,068;-0,134;-0,084;0,050
97,825;-0,068;-0,134;-0,084;0,050
97,911;-0,065;-0,131;-0,081;0,050
97,975;-0,061;-0,127;-0,077;0,050
98,047;-0,058;-0,124;-0,074;0,050
98,121;-0,058;-0,124;-0,074;0,050
98,181;-0,054;-0,121;-0,071;0,050
98,271;-0,051;-0,117;-0,067;0,050
98,354;-0,048;-0,114;-0,064;0,050
98,439;-0,048;-0,114;-0,064;0,050
98,496;-0,044;-0,111;-0,061;0,050
98,567;-0,041;-0,107;-0,057;0,050
98,648;-0,038;-0,104;-0,054;0,050
98,715;-0,038;-0,104;-0,054;0,050
98,790;-0,035;-0,101;-0,051;0,050
98,866;-0,032;-0,098;-0,048;0,050
98,923;-0,032;-0,098;-0,048;0,050
98,990;-0,029;-0,095;-0,045;0,050
99,067;-0,026;-0,092;-0,042;0,050
99,132;-0,026;-0,092;-0,042;0,050
99,209;-0,023;-0,089;-0,039;0,050
99,284;-0,020;-0,087;-0,037;0,050
99,345;-0,018;-0,084;-0,034;0,050
99,415;-0,018;-0,084;-0,034;0,050
99,489;-0,015;-0,081;-0,031;0,050
99,548;-0,013;-0,079;-0,029;0,050
99,628;-0,013;-0,079;-0,029;0,050
99,715;-0,010;-0,077;-0,027;0,050
99,776;-0,008;-0,074;-0,024;0,050
99,865;-0,006;-0,072;-0,022;0,050
99,943;-0,006;-0,072;-0,022;0,050
100,001;-0,004;-0,070;-0,020;0,050
100,071;-0,002;-0,068;-0,018;0,050
100,159;0,000;-0,066;-0,016;0,050
100,229;0,000;-0,066;-0,016;0,050
100,316;0,002;-0,064;-0,014;0,050
100,375;0,004;-0,063;-0,013;0,050
100,441;0,004;-0,063;-0,013;0,050
100,524;0,005;-0,061;-0,011;0,050
100,583;0,007;-0,060;-0,010;0,050
100,650;0,008;-0,058;-0,008;0,050
100,755;0,009;-0,057;-0,007;0,050
100,829;0,009;-0,057;-0,007;0,050
100,908;0,010;-0,056;-0,006;0,050
100,984;0,011;-0,055;-0,005;0,050
101,070;0,012;-0,054;-0,004;0,050
101,137;0,012;-0,054;-0,004;0,050
101,230;0,013;-0,053;-0,003;0,050
101,289;0,013;-0,053;-0,003;0,050
101,369;0,014;-0,052;-0,002;0,050
101,439;0,014;-0,052;-0,002;0,050
101,514;0,014;-0,052;-0,002;0,050
101,574;0,014;-0,052;-0,002;0,050
101,651;0,014;-0,052;-0,002;0,050
101,729;0,014;-0,052;-0,002;0,050
101,793;0,014;-0,052;-0,002;0,050
101,868;0,014;-0,052;-0,002;0,050
101,944;0,014;-0,052;-0,002;0,050
102,008;0,014;-0,052;-0,002;0,050
102,084;0,014;-0,053;-0,003;0,050
102,166;0,013;-0,053;-0,003;0,050
102,225;0,013;-0,053;-0,003;0,050
102,300;0,012;-0,054;-0,004;0,050
102,382;0,012;-0,055;-0,005;0,050
102,448;0,011;-0,056;-0,006;0,050
102,526;0,011;-0,056;-0,006;0,050
102,603;0,010;-0,057;-0,007;0,050
102,670;0,008;-0,058;-0,008;0,050
102,744;0,008;-0,058;-0,008;0,050
102,819;0,007;-0,059;-0,009;0,050
102,880;0,006;-0,060;-0,010;0,050
102,951;0,004;-0,062;-0,012;0,050
103,029;0,004;-0,062;-0,012;0,050
103,087;0,003;-0,064;-0,014;0,050
103,160;0,001;-0,065;-0,015;0,050
103,235;0,001;-0,065;-0,015;0,050
103,295;-0,001;-0,067;-0,017;0,050
103,364;-0,003;-0,069;-0,019;0,050
103,444;-0,003;-0,069;-0,019;0,050
103,501;-0,005;-0,071;-0,021;0,050
103,574;-0,007;-0,073;-0,023;0,050
103,657;-0,009;-0,076;-0,026;0,050
